phase,rating_attribute,rating_question,rating_question_details,rating_low,rating_high,stim_file,age,gender,stim_csv,trial_csv,RL_wrong_instruction,RL_wrong_instruction_n,feedback_txt_incorrect,RL_session_notice,session_name,number_str,practice_reps,condition,left_face,right_face,correct_resp,correct_face,reward_prob,pre_rating_scales_loop.thisRepN,pre_rating_scales_loop.thisTrialN,pre_rating_scales_loop.thisN,pre_rating_scales_loop.thisIndex,pre_rating_stims_loop.thisRepN,pre_rating_stims_loop.thisTrialN,pre_rating_stims_loop.thisN,pre_rating_stims_loop.thisIndex,session_loop.thisRepN,session_loop.thisTrialN,session_loop.thisN,session_loop.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,real_trials.thisRepN,real_trials.thisTrialN,real_trials.thisN,real_trials.thisIndex,post_rating_loop.thisRepN,post_rating_loop.thisTrialN,post_rating_loop.thisN,post_rating_loop.thisIndex,post_neutral_face_loop.thisRepN,post_neutral_face_loop.thisTrialN,post_neutral_face_loop.thisN,post_neutral_face_loop.thisIndex,pre_rating_scale.response,pre_rating_scale.rt,practice_response.keys,practice_response.corr,practice_response.rt,real_RL_response.keys,real_RL_response.corr,real_RL_response.rt,post_rating_scale.response,post_rating_scale.rt,participant,participant_gender,skip_practice,skip_ratings,date,expName,frameRate,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1355_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,4,0,10,10,35,,,,,,,,,,,,,,,,,,,,,-2,1.234,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1266_gender-M_age-21.png,21,M,,,,,,,,,,,,,,,,0,0,0,4,0,11,11,2,,,,,,,,,,,,,,,,,,,,,-1,9.633,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1342_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,4,0,12,12,30,,,,,,,,,,,,,,,,,,,,,3,1.401,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1356_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,4,0,13,13,36,,,,,,,,,,,,,,,,,,,,,-2,2.635,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1269_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,4,0,14,14,3,,,,,,,,,,,,,,,,,,,,,1,1.168,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1341_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,4,0,15,15,29,,,,,,,,,,,,,,,,,,,,,-1,1.801,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1310_gender-F_age-28.png,28,F,,,,,,,,,,,,,,,,0,0,0,4,0,16,16,22,,,,,,,,,,,,,,,,,,,,,1,1.401,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1335_gender-M_age-23.png,23,M,,,,,,,,,,,,,,,,0,0,0,4,0,17,17,27,,,,,,,,,,,,,,,,,,,,,-1,1.836,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1274_gender-F_age-33.png,33,F,,,,,,,,,,,,,,,,0,0,0,4,0,18,18,6,,,,,,,,,,,,,,,,,,,,,1,1.166,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1380_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,0,0,4,0,19,19,49,,,,,,,,,,,,,,,,,,,,,0,1.401,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1363_gender-M_age-19.png,19,M,,,,,,,,,,,,,,,,0,0,0,4,0,20,20,41,,,,,,,,,,,,,,,,,,,,,0,1.368,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1264_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,4,0,21,21,1,,,,,,,,,,,,,,,,,,,,,1,1.101,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1280_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,0,0,4,0,22,22,8,,,,,,,,,,,,,,,,,,,,,1,1.134,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1295_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,4,0,23,23,15,,,,,,,,,,,,,,,,,,,,,1,1.234,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1377_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,0,0,4,0,24,24,47,,,,,,,,,,,,,,,,,,,,,0,1.169,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1290_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,4,0,25,25,11,,,,,,,,,,,,,,,,,,,,,2,1.066,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1311_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,4,0,26,26,23,,,,,,,,,,,,,,,,,,,,,-1,1.335,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1362_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,0,0,4,0,27,27,40,,,,,,,,,,,,,,,,,,,,,0,1.068,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1306_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,0,0,4,0,28,28,19,,,,,,,,,,,,,,,,,,,,,0,1.134,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1293_gender-F_age-31.png,31,F,,,,,,,,,,,,,,,,0,0,0,4,0,29,29,13,,,,,,,,,,,,,,,,,,,,,0,1.701,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1270_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,4,0,30,30,4,,,,,,,,,,,,,,,,,,,,,-1,1.169,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1296_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,4,0,31,31,16,,,,,,,,,,,,,,,,,,,,,-1,0.9,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1367_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,0,0,4,0,32,32,43,,,,,,,,,,,,,,,,,,,,,1,1.068,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1289_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,4,0,33,33,10,,,,,,,,,,,,,,,,,,,,,-1,1.168,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1373_gender-F_age-30.png,30,F,,,,,,,,,,,,,,,,0,0,0,4,0,34,34,45,,,,,,,,,,,,,,,,,,,,,0,1.968,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1285_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,4,0,35,35,9,,,,,,,,,,,,,,,,,,,,,-2,1.401,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1309_gender-M_age-22.png,22,M,,,,,,,,,,,,,,,,0,0,0,4,0,36,36,21,,,,,,,,,,,,,,,,,,,,,1,1.803,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1323_gender-F_age-23.png,23,F,,,,,,,,,,,,,,,,0,0,0,4,0,37,37,26,,,,,,,,,,,,,,,,,,,,,1,2.134,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1347_gender-F_age-27.png,27,F,,,,,,,,,,,,,,,,0,0,0,4,0,38,38,33,,,,,,,,,,,,,,,,,,,,,1,0.968,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1294_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,0,0,4,0,39,39,14,,,,,,,,,,,,,,,,,,,,,-2,1.067,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1307_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,4,0,40,40,20,,,,,,,,,,,,,,,,,,,,,-2,1.734,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1376_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,4,0,41,41,46,,,,,,,,,,,,,,,,,,,,,-1,12.868,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1297_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,4,0,42,42,17,,,,,,,,,,,,,,,,,,,,,1,1.167,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1273_gender-F_age-20.png,20,F,,,,,,,,,,,,,,,,0,0,0,4,0,43,43,5,,,,,,,,,,,,,,,,,,,,,-2,1.368,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1344_gender-M_age-25.png,25,M,,,,,,,,,,,,,,,,0,0,0,4,0,44,44,31,,,,,,,,,,,,,,,,,,,,,1,1.201,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1361_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,0,0,4,0,45,45,39,,,,,,,,,,,,,,,,,,,,,1,1.268,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1366_gender-F_age-24.png,24,F,,,,,,,,,,,,,,,,0,0,0,4,0,46,46,42,,,,,,,,,,,,,,,,,,,,,-2,1.034,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1260_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,0,0,4,0,47,47,0,,,,,,,,,,,,,,,,,,,,,-3,1.434,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1345_gender-M_age-18.png,18,M,,,,,,,,,,,,,,,,0,0,0,4,0,48,48,32,,,,,,,,,,,,,,,,,,,,,1,1.534,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,stims/neutral_stims/id-1318_gender-M_age-35.png,35,M,,,,,,,,,,,,,,,,0,0,0,4,0,49,49,25,,,,,,,,,,,,,,,,,,,,,3,1.401,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,dominance,Hoe dominant vind jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Helemaal niet dominant’ tot ‘Zeer dominant’.,Helemaal niet dominant,Zeer dominant,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1311_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,23,,,,,,,,,,,,,,,,,,,,,2,3.601,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1367_gender-M_age-20.png,20,M,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,43,,,,,,,,,,,,,,,,,,,,,1,1.001,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1260_gender-F_age-22.png,22,F,,,,,,,,,,,,,,,,0,1,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,-1,1.834,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1380_gender-F_age-21.png,21,F,,,,,,,,,,,,,,,,0,1,1,0,0,3,3,49,,,,,,,,,,,,,,,,,,,,,0,2.268,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1355_gender-F_age-19.png,19,F,,,,,,,,,,,,,,,,0,1,1,0,0,4,4,35,,,,,,,,,,,,,,,,,,,,,1,5.934,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
rating,valence,Hoe ervaar jij dit gezicht?,Je beoordeelt dit op een schaal van ‘Zeer onprettig’ tot ‘Zeer prettig’.,Zeer onprettig,Zeer prettig,stims/neutral_stims/id-1295_gender-F_age-26.png,26,F,,,,,,,,,,,,,,,,0,1,1,0,0,5,5,15,,,,,,,,,,,,,,,,,,,,,-2,1.734,,,,,,,,,99,M,False,False,2018_okt_15_1409,pilot_RL,29.99706505642592,
